study,age,gender,condition,recallText,possibleCareless,af01,af02,af03,af04,af05,af06,af07,af08,af09,af10,af11,af12,af13,af14,af15,af16,as01,as02,as03,as04,as05,as06,as07,as08,as09,as10,as11,as12,as13,as14,as15,cf01,cf02,cf03,cf04,cf05,cf06,cf07,cf08,cf09,cf10,cf11,cf12,cf13,cf14,cf15,cf16,cs01,cs02,cs03,cs04,cs05,cs06,cs07,cs08,cs09,cs10,cs11,cs12,cs13,cs14,cs15,rf01,rf02,rf03,rf04,rf05,rf06,rf07,rf08,rf09,rf10,rf11,rf12,rf13,rf14,rf15,rs01,rs02,rs03,rs04,rs05,rs06,rs07,rs08,rs09,rs10,rs11,rs12,rs13,rs14,rs15,randomID,wave,playtimePrevWeek,playtimePrev2Weeks,playtimeNextWeek,playtimeNext2Weeks,game,umi_1,umi_2,umi_3,pxi_1,pxi_2,pxi_3,pxi_4,pxi_5,pxi_6,bpnsfs_1,bpnsfs_2,bpnsfs_3,bpnsfs_4,bpnsfs_5,bpnsfs_6,bpnsfs_7,bpnsfs_8,bpnsfs_9,bpnsfs_10,bpnsfs_11,bpnsfs_12,bpnsfs_13,bpnsfs_14,bpnsfs_15,bpnsfs_16,bpnsfs_17,bpnsfs_18,bpnsfs_19,bpnsfs_20,bpnsfs_21,bpnsfs_22,bpnsfs_23,bpnsfs_24
study2xbox,27,Man,NA,NA,FALSE,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,NA,NA,NA,7,7,NA,NA,7,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,7,NA,NA,NA,7,NA,NA,NA,NA,7,NA,7,NA,NA,NA,3,NA,NA,2,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,5,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,2453102,2,4.107142857,3.58061027,2.411984127,2.706663359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study2xbox,27,Man,NA,NA,FALSE,1,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,NA,NA,NA,7,7,NA,NA,7,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,6,NA,NA,NA,6,NA,NA,NA,NA,5,NA,7,NA,NA,NA,1,NA,NA,1,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,2453102,3,3.001488834,2.506574051,2.952380952,2.785714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study2xbox,27,Man,NA,NA,FALSE,1,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,NA,NA,NA,7,7,NA,NA,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,7,NA,NA,NA,6,NA,NA,NA,NA,6,NA,7,NA,NA,NA,2,NA,NA,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,5,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,2453102,4,2.619047619,2.636646825,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study2xbox,27,Man,NA,NA,FALSE,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,NA,NA,NA,7,7,NA,NA,7,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,7,NA,NA,NA,7,NA,NA,NA,NA,6,NA,7,NA,NA,NA,1,NA,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,2453102,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study2xbox,27,Man,NA,NA,FALSE,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,NA,NA,NA,7,7,NA,NA,7,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,7,NA,NA,NA,7,NA,NA,NA,NA,6,NA,6,NA,NA,NA,2,NA,NA,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,2453102,6,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study2xbox,25,Man,NA,NA,FALSE,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,NA,NA,NA,5,5,NA,NA,6,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,3,NA,NA,NA,2,NA,NA,NA,NA,3,NA,NA,NA,5,NA,NA,NA,6,NA,NA,NA,NA,5,NA,3,NA,NA,NA,6,NA,NA,3,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,2479202,1,NA,NA,2.143920596,1.500372116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study2xbox,25,Man,NA,NA,TRUE,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,NA,NA,NA,5,5,NA,NA,6,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,7,NA,NA,NA,6,NA,NA,NA,NA,5,NA,7,NA,NA,NA,4,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,2479202,2,0.773809524,1.458695113,0.369047619,0.226246589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study2xbox,25,Man,NA,NA,FALSE,1,3,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,NA,NA,NA,5,5,NA,NA,5,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,5,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,5,NA,6,NA,NA,NA,3,NA,NA,4,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,4,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,2479202,3,0.08337469,0.226246589,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study2xbox,25,Man,NA,NA,FALSE,1,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,3,5,NA,NA,4,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,4,NA,NA,NA,NA,4,NA,5,NA,NA,NA,1,NA,NA,1,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,2479202,4,0,0,0.035714286,0.018227848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study2xbox,25,Man,NA,NA,FALSE,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,NA,NA,NA,5,5,NA,NA,5,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,6,NA,NA,NA,5,NA,NA,NA,NA,6,NA,6,NA,NA,NA,2,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,2479202,5,0,0.018227848,0,0.071481757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study2xbox,25,Man,NA,NA,FALSE,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,NA,NA,NA,5,6,NA,NA,6,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,5,NA,NA,NA,1,NA,NA,NA,NA,4,NA,NA,NA,4,NA,NA,NA,6,NA,NA,NA,NA,7,NA,6,NA,NA,NA,4,NA,NA,4,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,2479202,6,0.142857143,0.072580645,0,0.02979146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study2xbox,34,Man,NA,NA,FALSE,3,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,NA,NA,NA,6,4,NA,NA,5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,3,NA,NA,NA,6,NA,NA,NA,NA,5,NA,NA,NA,6,NA,NA,NA,5,NA,NA,NA,NA,5,NA,4,NA,NA,NA,5,NA,NA,5,NA,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,4,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,2481812,1,NA,NA,3.859057072,5.203671546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study2xbox,34,Man,NA,NA,FALSE,3,5,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,NA,NA,5,5,NA,NA,6,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,4,NA,NA,NA,5,NA,NA,NA,NA,3,NA,NA,NA,6,NA,NA,NA,6,NA,NA,NA,NA,5,NA,5,NA,NA,NA,7,NA,NA,6,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,3,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,2481812,2,6.291031746,4.753837757,6.952380952,5.022396428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study2xbox,34,Man,NA,NA,FALSE,7,3,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,NA,NA,5,5,NA,NA,6,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,6,NA,NA,NA,6,NA,NA,NA,NA,5,NA,3,NA,NA,NA,5,NA,NA,5,NA,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,7,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,2481812,3,3.891255583,5.144132969,4.761904762,5.851190476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study2xbox,34,Man,NA,NA,FALSE,3,6,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,NA,NA,NA,6,5,NA,NA,6,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,6,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,7,NA,NA,NA,6,NA,NA,NA,NA,5,NA,6,NA,NA,NA,5,NA,NA,7,NA,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,4,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,2481812,4,7.327777778,6.267857143,6.202380952,5.088405063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study2xbox,34,Man,NA,NA,TRUE,6,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,NA,NA,NA,5,6,NA,NA,6,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,6,NA,NA,NA,2,NA,NA,NA,NA,6,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,6,NA,6,NA,NA,NA,5,NA,NA,2,NA,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,6,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,2481812,5,4.359379524,4.812151899,7.081967213,6.296351452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study2xbox,34,Man,NA,NA,FALSE,6,5,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,6,5,NA,NA,5,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,6,NA,NA,NA,3,NA,NA,NA,NA,5,NA,NA,NA,6,NA,NA,NA,5,NA,NA,NA,NA,6,NA,5,NA,NA,NA,5,NA,NA,5,NA,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2481812,6,8.369047619,6.949470499,0.603278689,0.301489573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study2xbox,31,Man,NA,NA,FALSE,3,6,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,NA,NA,NA,6,7,NA,NA,6,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,7,NA,NA,NA,5,NA,NA,NA,NA,6,NA,7,NA,NA,NA,1,NA,NA,1,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,7,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,2499680,1,NA,NA,1.000496278,0.631108906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study2xbox,19,Non-binary/prefer not to say,NA,NA,FALSE,5,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,NA,NA,NA,5,7,NA,NA,6,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,6,NA,NA,NA,7,NA,NA,NA,NA,6,NA,6,NA,NA,NA,4,NA,NA,2,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,6,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,2514994,1,NA,NA,3.345238095,2.31009675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study2xbox,19,Non-binary/prefer not to say,NA,NA,FALSE,6,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,NA,NA,NA,5,5,NA,NA,6,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,7,NA,NA,NA,5,NA,NA,NA,NA,7,NA,NA,NA,5,NA,NA,NA,6,NA,NA,NA,NA,5,NA,5,NA,NA,NA,1,NA,NA,2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,1,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,2514994,2,1.154761905,1.518233689,0.142857143,0.101215579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study2xbox,19,Non-binary/prefer not to say,NA,NA,FALSE,3,6,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,NA,NA,NA,7,6,NA,NA,5,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,NA,NA,NA,3,NA,NA,NA,NA,7,NA,NA,NA,6,NA,NA,NA,5,NA,NA,NA,NA,7,NA,7,NA,NA,NA,4,NA,NA,2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2514994,3,0.05955335,0.101215579,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study2xbox,19,Non-binary/prefer not to say,NA,NA,FALSE,5,5,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,NA,NA,NA,5,7,NA,NA,6,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,6,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,6,NA,NA,NA,6,NA,NA,NA,NA,7,NA,5,NA,NA,NA,2,NA,NA,2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,2514994,4,0,0,0.083333333,0.139746835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study2xbox,19,Non-binary/prefer not to say,NA,NA,FALSE,5,6,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,NA,NA,NA,4,5,NA,NA,6,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,4,NA,NA,NA,7,NA,NA,NA,6,NA,NA,NA,NA,6,NA,6,NA,NA,NA,2,NA,NA,1,NA,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,5,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2514994,5,0,0.139746835,0,0.119136262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study2xbox,19,Non-binary/prefer not to say,NA,NA,FALSE,5,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,NA,NA,NA,6,3,NA,NA,6,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,5,NA,NA,NA,3,NA,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,6,NA,NA,NA,NA,6,NA,5,NA,NA,NA,1,NA,NA,4,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2514994,6,0.238095238,0.119730606,0,0.321747766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study2xbox,30,Man,NA,NA,FALSE,4,5,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,NA,NA,NA,4,5,NA,NA,4,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,4,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,7,NA,NA,NA,6,NA,NA,NA,NA,5,NA,6,NA,NA,NA,4,NA,NA,4,NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,6,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,2516982,1,NA,NA,1.321428571,2.696428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study2xbox,30,Man,NA,NA,FALSE,4,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,NA,NA,NA,7,7,NA,NA,7,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,2,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,7,NA,NA,NA,7,NA,NA,NA,NA,6,NA,7,NA,NA,NA,4,NA,NA,4,NA,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,5,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,2516982,2,3.769722222,2.636904762,2.405955335,2.774497643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study2xbox,30,Man,NA,NA,FALSE,2,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,NA,NA,NA,6,5,NA,NA,4,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,4,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,5,NA,NA,NA,6,NA,NA,NA,NA,5,NA,5,NA,NA,NA,4,NA,NA,4,NA,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2516982,3,3.460277778,2.803571429,1.977171216,1.935003721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study2xbox,30,Man,NA,NA,FALSE,4,6,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,NA,NA,NA,4,4,NA,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,5,NA,NA,NA,4,NA,NA,NA,NA,3,NA,NA,NA,7,NA,NA,NA,6,NA,NA,NA,NA,5,NA,5,NA,NA,NA,4,NA,NA,4,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,6,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,2516982,4,1.976190476,2.060034731,0.107142857,1.011904762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study2xbox,30,Man,NA,NA,FALSE,4,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,NA,NA,NA,6,6,NA,NA,5,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,4,NA,NA,NA,3,NA,NA,NA,NA,1,NA,NA,NA,7,NA,NA,NA,7,NA,NA,NA,NA,7,NA,5,NA,NA,NA,4,NA,NA,4,NA,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,6,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,2516982,5,2.656079404,1.381294964,2.487204969,1.993920973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study2xbox,30,Man,NA,NA,FALSE,4,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,NA,NA,NA,6,6,NA,NA,5,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,4,NA,NA,NA,4,NA,NA,NA,NA,5,NA,NA,NA,6,NA,NA,NA,6,NA,NA,NA,NA,7,NA,6,NA,NA,NA,4,NA,NA,4,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,2516982,6,2.166666667,2.166414523,1.621460507,1.990069513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study2xbox,22,Man,NA,NA,FALSE,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,NA,NA,NA,7,7,NA,NA,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,7,NA,NA,NA,7,NA,NA,NA,NA,7,NA,7,NA,NA,NA,1,NA,NA,1,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,2593658,1,NA,NA,3.80952381,3.721161002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study2xbox,22,Man,NA,NA,FALSE,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,NA,NA,NA,7,7,NA,NA,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,7,NA,NA,NA,7,NA,NA,NA,NA,7,NA,7,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,2593658,2,4.845238095,3.739022575,3.142857143,1.649218556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
